customer_id,date,month,quarter,year,country,operator,service,plan,device_type,network_type,age_group,gender,revenue,arpu,data_usage_gb,call_minutes,sms_count,is_active,is_churned,churn_reason,activation_date,tenure_months,payment_method,support_tickets,satisfaction_score,satisfaction_level,nps_score,data_speed_mbps,network_uptime_pct,roaming_revenue,international_calls_min,loyalty_points,promotions_used,referrals_made,monthly_recharge_count,avg_recharge_amount,complaints,resolution_time_hrs,first_call_resolution,region,city_tier,is_postpaid,credit_score,lifetime_value,risk_score
CUST0851307,2025-12-14,2025-12,Q4,2025,Pakistan,AirTech,Broadband,Enterprise,Router,3G,55-64,Female,112.55,122.35,33.43,1189,476,True,False,None,2024-05-30,18,Cash,5,1.4,Dissatisfied,-64,4.8,96.37,0,0,2027,4,1,2,56.27,0,0,True,South Asia,3,False,0,2207.65,0.015
CUST0325519,2026-03-22,2026-03,Q1,2026,Kenya,GlobalCom,Mobile,Pay-As-You-Go,Feature Phone,4G,35-44,Male,13.71,12.59,18.35,993,241,True,False,None,2024-10-30,16,Cash,3,2.9,Neutral,-21,57.2,95.89,39.65,0,535,1,2,4,3.43,0,0,True,East Africa,2,False,0,198.62,0.258
CUST0564151,2025-11-03,2025-11,Q4,2025,KSA,NetWave,Broadband,Premium,Tablet,5G,55-64,Female,49.03,53.75,16.82,474,407,True,False,None,2024-03-19,19,Credit Card,4,1.5,Dissatisfied,-57,19.9,99.97,0,176,2094,5,1,5,9.81,0,0,True,Middle East,1,False,0,897.91,0.327
CUST0080170,2024-02-27,2024-02,Q1,2024,Others,AirTech,Enterprise,Premium,Smartphone,4G,25-34,Female,43.03,40.79,101.23,735,1,True,False,None,2022-05-29,21,Crypto,0,2.3,Neutral,-85,24.7,99.96,0,0,772,2,2,13,3.31,0,0,True,Global,3,True,491,1039.42,0.821
CUST0175884,2024-05-17,2024-05,Q2,2024,UAE,ConnectPro,News,Pay-As-You-Go,Laptop,3G,25-34,Male,17.79,18.3,4.26,445,29,True,False,None,2023-05-10,12,Crypto,1,3.1,Satisfied,-31,1.6,97.62,33.02,0,3310,5,3,1,17.79,0,0,True,Middle East,1,False,0,238.03,0.941
CUST0862852,2024-02-27,2024-02,Q1,2024,UAE,AirTech,Lifestyle,Basic,Laptop,5G,25-34,Female,5.25,5.05,17.94,723,379,True,False,None,2023-09-14,5,Bank Transfer,0,1.4,Dissatisfied,-19,29.3,99.73,0,184,2766,3,1,11,0.48,0,0,True,Middle East,1,True,765,21.32,0.57
CUST0693584,2025-01-18,2025-01,Q1,2025,Nepal,MobiTe,Mobile,Unlimited,Smartphone,3G,35-44,Female,40.17,38.88,2.36,531,109,True,False,None,2022-10-02,27,Bank Transfer,0,1.6,Dissatisfied,46,9.3,99.48,0,104,4262,2,2,8,5.02,0,0,True,South Asia,2,False,0,1073.93,0.319
CUST0378718,2025-10-13,2025-10,Q4,2025,Nepal,GlobalCom,News,Pay-As-You-Go,IoT Device,4G,55-64,Female,14.48,13.94,1.5,900,405,True,False,None,2023-07-07,27,Crypto,1,3.0,Neutral,-46,6.2,97.39,36.24,0,2980,2,0,4,3.62,0,0,True,South Asia,2,False,0,451.77,0.82
CUST0940369,2025-02-05,2025-02,Q1,2025,Others,SpeedTel,Enterprise,Enterprise,Smartphone,3G,55-64,Male,93.23,87.61,7.68,436,325,True,False,None,2023-01-20,24,Cash,0,3.9,Satisfied,-2,3.1,96.52,0,101,1909,1,1,7,13.32,0,0,True,Global,2,False,0,2149.34,0.401
CUST0817202,2024-08-21,2024-08,Q3,2024,Bangladesh,AirTech,IoT,Unlimited,Feature Phone,4G,55-64,Male,39.42,36.25,18.65,887,441,True,False,None,2023-09-01,11,Bank Transfer,0,4.3,Very Satisfied,97,32.6,99.57,0,0,357,2,0,3,13.14,0,0,True,South Asia,1,True,592,488.69,0.21
CUST0391125,2024-12-29,2024-12,Q4,2024,Iraq,ConnectPro,Broadband,Pay-As-You-Go,Feature Phone,4G,45-54,Male,13.31,13.27,59.24,487,201,True,False,None,2024-08-01,5,Crypto,0,4.1,Very Satisfied,-64,6.4,98.27,0,108,1978,3,2,12,1.11,0,0,True,Middle East,2,False,0,75.59,0.159
CUST0370906,2024-05-15,2024-05,Q2,2024,Bangladesh,ConnectPro,News,Unlimited,Router,4G,55-64,Female,31.63,30.57,13.73,619,333,True,False,None,2021-08-20,33,Mobile Money,0,2.6,Neutral,18,34.7,95.09,0,0,4746,5,3,3,10.54,1,8.0,False,South Asia,1,True,354,1179.27,0.595
CUST0280093,2025-05-07,2025-05,Q2,2025,KSA,ConnectPro,Broadband,Pay-As-You-Go,Router,4G,25-34,Female,15.61,14.76,10.84,1298,271,True,False,None,2023-01-08,28,Bank Transfer,0,2.3,Neutral,11,65.5,97.76,0,142,1093,3,3,8,1.95,0,0,True,Middle East,3,True,312,473.31,0.366
CUST0436689,2025-06-13,2025-06,Q2,2025,India,ConnectPro,News,Standard,Tablet,4G,55-64,Male,17.1,16.95,10.55,263,468,True,False,None,2025-03-13,3,Mobile Money,0,3.5,Satisfied,42,8.9,98.54,0,0,398,1,3,9,1.9,1,55.3,True,South Asia,2,False,0,59.42,0.33
CUST0273385,2024-06-20,2024-06,Q2,2024,KSA,SpeedTel,Fusions,Unlimited,Feature Phone,4G,25-34,Male,33.37,35.67,6.5,698,28,True,False,None,2021-09-17,33,Credit Card,4,2.1,Neutral,19,11.1,95.41,0,0,557,1,0,5,6.67,0,0,True,Middle East,2,True,801,1033.93,0.831
CUST0565271,2025-10-31,2025-10,Q4,2025,India,AirTech,IoT,Standard,IoT Device,4G,18-24,Female,23.44,22.65,54.29,375,317,True,False,None,2024-09-15,13,Mobile Money,0,4.7,Very Satisfied,54,6.7,95.37,0,0,1847,3,3,14,1.67,2,56.6,False,South Asia,1,True,598,298.19,0.252
CUST0935719,2024-01-05,2024-01,Q1,2024,KSA,SpeedTel,Mobile,Premium,IoT Device,4G,35-44,Male,67.68,61.76,13.34,1120,126,True,False,None,2022-05-14,20,Cash,0,1.9,Dissatisfied,-95,32.2,99.56,0,39,297,5,3,10,6.77,0,0,True,Middle East,1,False,0,1469.57,0.062
CUST0866302,2025-07-30,2025-07,Q3,2025,India,SwiftNet,Enterprise,Pay-As-You-Go,Tablet,4G,45-54,Female,14.36,14.39,15.64,784,258,True,False,None,2025-05-03,2,Credit Card,3,1.8,Dissatisfied,-73,30.7,99.75,0,0,4956,1,0,5,2.87,0,0,True,South Asia,1,True,636,32.86,0.069
CUST0561214,2024-12-13,2024-12,Q4,2024,Others,ConnectPro,IoT,Premium,Feature Phone,4G,25-34,Male,44.12,44.21,5.42,402,320,True,False,None,2023-07-12,17,Cash,0,2.0,Dissatisfied,13,33.0,95.67,0,0,3700,3,2,5,8.82,0,0,True,Global,3,False,0,713.68,0.991
CUST0390889,2025-04-20,2025-04,Q2,2025,KSA,SpeedTel,News,Standard,IoT Device,4G,55-64,Female,22.72,23.49,3.41,1228,33,True,False,None,2025-02-24,1,Bank Transfer,2,2.6,Neutral,-57,17.0,99.2,0,0,4238,2,0,13,1.75,0,0,True,Middle East,3,True,673,27.19,0.349
CUST0656274,2024-10-19,2024-10,Q4,2024,Bangladesh,MobiTe,Mobile,Basic,Smartphone,4G,35-44,Male,10.34,10.09,15.07,1132,20,True,False,None,2024-05-02,5,Mobile Money,2,3.6,Satisfied,-60,51.2,95.74,3.17,0,772,1,2,1,10.34,1,45.7,False,South Asia,3,False,0,54.44,0.328
CUST0745228,2025-12-25,2025-12,Q4,2025,India,GlobalCom,Mobile,Standard,Feature Phone,5G,55-64,Male,15.28,14.66,14.57,1455,30,True,False,None,2025-06-27,6,Credit Card,1,3.6,Satisfied,58,134.1,95.59,0,0,2447,4,0,4,3.82,0,0,True,South Asia,1,False,0,106.42,0.14
CUST0090356,2025-11-19,2025-11,Q4,2025,Kenya,AirTech,Broadband,Basic,IoT Device,4G,18-24,Male,7.88,7.45,20.13,295,20,False,True,Competitor Offer,2024-02-14,21,Credit Card,3,1.5,Dissatisfied,60,13.6,95.1,0,0,2098,4,1,3,2.63,0,0,True,East Africa,1,True,531,192.58,0.515
CUST0682058,2024-12-28,2024-12,Q4,2024,Iraq,AirTech,Mobile,Enterprise,Router,3G,18-24,Female,106.06,98.95,16.16,1297,405,True,False,None,2023-12-14,12,Crypto,0,2.4,Neutral,62,5.8,97.13,0,0,4134,1,3,2,53.03,0,0,True,Middle East,1,False,0,1205.64,0.165
CUST0512563,2025-04-15,2025-04,Q2,2025,KSA,AirTech,Mobile,Pay-As-You-Go,Feature Phone,5G,55-64,Female,17.65,16.88,23.57,64,247,True,False,None,2024-09-01,7,Bank Transfer,0,2.0,Dissatisfied,-87,96.3,98.57,0,177,38,1,3,10,1.76,0,0,True,Middle East,1,False,0,131.06,0.597
CUST0344732,2025-05-16,2025-05,Q2,2025,Others,NetWave,Enterprise,Premium,Laptop,2G,25-34,Male,37.3,36.34,14.15,574,184,False,True,Price,2022-09-02,32,Bank Transfer,2,1.1,Dissatisfied,19,5.0,98.45,0,0,1228,4,3,15,2.49,0,0,True,Global,2,False,0,1026.98,0.366
CUST0131656,2024-11-06,2024-11,Q4,2024,Others,SpeedTel,Mobile,Standard,Tablet,5G,25-34,Female,28.06,28.82,8.51,630,241,True,False,None,2023-03-24,19,Credit Card,1,2.3,Neutral,-44,35.6,97.76,0,0,1437,5,3,9,3.12,0,0,True,Global,1,True,314,500.25,0.546
CUST0458477,2024-04-12,2024-04,Q2,2024,Pakistan,SpeedTel,Playsen,Standard,Smartphone,3G,35-44,Female,18.54,18.61,38.26,86,335,True,False,None,2020-08-16,44,Mobile Money,0,2.3,Neutral,-67,5.3,96.27,0,0,1380,3,2,6,3.09,3,69.7,False,South Asia,2,True,716,710.89,0.739
CUST0578004,2024-03-26,2024-03,Q1,2024,India,SwiftNet,IoT,Standard,Smartphone,3G,25-34,Female,18.2,18.04,10.43,827,234,False,True,Competitor Offer,2021-03-28,36,Credit Card,0,3.2,Satisfied,51,1.1,96.9,0,0,1962,1,0,3,6.07,0,0,True,South Asia,2,False,0,672.14,0.58
CUST0954043,2025-07-31,2025-07,Q3,2025,India,GlobalCom,Mobile,Premium,Router,5G,35-44,Female,66.62,70.68,20.62,1338,156,True,False,None,2024-12-14,7,Bank Transfer,1,1.0,Very Dissatisfied,23,18.2,95.16,0,0,731,4,3,9,7.4,0,0,True,South Asia,2,True,440,395.57,0.557
CUST0166462,2024-09-18,2024-09,Q3,2024,Kenya,TeleLink,Playsen,Pay-As-You-Go,Tablet,5G,55-64,Female,10.3,11.32,5.39,1130,313,True,False,None,2021-01-18,44,Mobile Money,1,2.6,Neutral,-55,51.0,99.97,0,0,3999,3,0,8,1.29,0,0,True,East Africa,3,True,737,365.89,0.603
CUST0777331,2024-01-16,2024-01,Q1,2024,India,ConnectPro,Lifestyle,Pay-As-You-Go,Router,5G,25-34,Male,14.32,13.6,7.57,388,219,False,True,Network Quality,2023-03-25,9,Cash,0,4.9,Very Satisfied,-95,28.1,99.62,0,115,2674,0,1,15,0.95,0,0,True,South Asia,1,False,0,153.68,0.103
CUST0508433,2025-08-21,2025-08,Q3,2025,Pakistan,AirTech,Others,Enterprise,Feature Phone,5G,65+,Male,110.89,117.24,7.03,1396,53,False,True,Coverage,2022-09-02,36,Bank Transfer,2,2.5,Neutral,85,16.7,99.59,0,188,4061,4,3,14,7.92,2,48.0,False,South Asia,1,False,0,3633.57,0.269
CUST0611133,2024-04-04,2024-04,Q2,2024,India,GlobalCom,Enterprise,Premium,Smartphone,4G,18-24,Male,58.08,63.76,113.07,646,449,True,False,None,2020-10-01,42,Mobile Money,0,3.9,Satisfied,-6,9.2,98.44,0,145,4419,0,2,15,3.87,0,0,True,South Asia,3,False,0,2665.49,0.645
CUST0232459,2025-11-18,2025-11,Q4,2025,Kenya,SwiftNet,Broadband,Premium,Tablet,5G,18-24,Female,61.76,64.64,14.58,150,148,True,False,None,2022-06-17,41,Mobile Money,3,2.7,Neutral,-43,10.3,98.65,0,36,357,5,2,1,61.76,0,0,True,East Africa,2,False,0,2393.73,0.17
CUST0544702,2025-01-13,2025-01,Q1,2025,Kenya,GlobalCom,Lifestyle,Standard,IoT Device,5G,25-34,Female,16.62,16.52,41.3,947,104,True,False,None,2022-06-27,31,Cash,0,4.6,Very Satisfied,18,108.7,99.69,0,0,2390,1,2,2,8.31,0,0,True,East Africa,1,False,0,506.18,0.747
CUST0573947,2024-08-14,2024-08,Q3,2024,Pakistan,GlobalCom,News,Standard,IoT Device,4G,18-24,Male,20.68,19.75,22.19,209,176,True,False,None,2021-01-19,43,Mobile Money,0,2.5,Neutral,95,6.6,96.46,0,0,578,4,0,7,2.95,0,0,True,South Asia,1,False,0,856.8,0.65
CUST0714353,2026-02-11,2026-02,Q1,2026,Pakistan,SwiftNet,Enterprise,Unlimited,Smartphone,4G,45-54,Female,33.15,35.86,52.08,670,127,True,False,None,2025-10-01,4,Cash,3,2.8,Neutral,26,48.0,95.76,0,157,3647,4,0,6,5.52,0,0,True,South Asia,2,True,564,151.3,0.378
CUST0041357,2024-04-01,2024-04,Q2,2024,Iraq,TeleLink,Mobile,Standard,Feature Phone,2G,35-44,Female,24.18,23.43,8.85,1047,117,True,False,None,2021-11-19,28,Mobile Money,0,3.2,Satisfied,-85,7.1,97.64,0,0,4844,5,2,4,6.04,0,0,True,Middle East,3,False,0,711.91,0.032
CUST0014479,2024-09-15,2024-09,Q3,2024,Ethiopia,GlobalCom,Enterprise,Premium,Laptop,4G,55-64,Male,39.86,42.19,27.19,876,80,True,False,None,2022-10-23,23,Mobile Money,2,3.9,Satisfied,57,36.8,97.9,0,0,3735,0,0,7,5.69,0,0,True,East Africa,1,False,0,832.39,0.937
CUST0101931,2025-09-23,2025-09,Q3,2025,KSA,SpeedTel,Broadband,Standard,IoT Device,5G,18-24,Male,12.6,13.66,2.04,699,302,True,False,None,2022-07-17,38,Cash,2,2.6,Neutral,61,51.6,98.11,48.84,170,2615,0,2,7,1.8,0,0,True,Middle East,3,False,0,522.28,0.23
CUST0507637,2025-03-29,2025-03,Q1,2025,Kenya,ConnectPro,Lifestyle,Unlimited,Tablet,4G,65+,Male,27.02,27.05,5.97,131,171,True,False,None,2023-11-26,16,Mobile Money,0,4.0,Satisfied,58,43.8,97.16,0,0,1273,0,2,2,13.51,1,31.3,True,East Africa,2,False,0,412.86,0.154
CUST0271792,2024-02-16,2024-02,Q1,2024,Others,SwiftNet,Broadband,Premium,Laptop,5G,35-44,Female,44.93,40.46,16.2,604,459,True,False,None,2022-08-20,18,Crypto,0,2.3,Neutral,91,14.3,97.44,0,0,4117,3,1,4,11.23,0,0,True,Global,2,False,0,942.73,0.714
CUST0019665,2024-03-08,2024-03,Q1,2024,Nepal,SwiftNet,Lifestyle,Premium,Tablet,4G,65+,Male,37.16,34.97,84.05,1081,459,True,False,None,2023-08-31,6,Mobile Money,2,1.8,Dissatisfied,-65,34.4,97.26,0,0,1758,2,1,10,3.72,0,0,True,South Asia,3,False,0,223.53,0.168
CUST0521804,2025-12-07,2025-12,Q4,2025,KSA,SwiftNet,Mobile,Pay-As-You-Go,IoT Device,4G,25-34,Female,8.17,7.85,9.01,1492,401,True,False,None,2023-09-21,26,Bank Transfer,2,3.2,Satisfied,71,34.1,96.72,0,0,2834,0,3,9,0.91,0,0,True,Middle East,2,False,0,236.52,0.105
CUST0312968,2025-03-31,2025-03,Q1,2025,Iraq,SpeedTel,Broadband,Pay-As-You-Go,Laptop,5G,35-44,Female,12.37,13.41,4.03,832,482,True,False,None,2024-02-23,13,Cash,0,4.7,Very Satisfied,-45,34.8,98.14,6.1,0,4387,5,2,12,1.03,0,0,True,Middle East,2,False,0,136.33,0.588
CUST0832298,2025-07-30,2025-07,Q3,2025,India,SwiftNet,Lifestyle,Premium,Router,4G,55-64,Female,52.85,54.76,18.95,1188,254,True,False,None,2023-08-06,24,Cash,0,2.1,Neutral,-12,18.1,99.76,36.86,0,4007,0,1,5,10.57,0,0,True,South Asia,3,False,0,1423.06,0.929
CUST0560518,2025-11-28,2025-11,Q4,2025,Nepal,SwiftNet,News,Standard,Smartphone,4G,45-54,Female,26.45,27.31,9.76,1207,117,True,False,None,2025-09-20,2,Credit Card,0,1.1,Dissatisfied,-46,11.1,97.18,4.44,0,2265,2,3,14,1.89,1,56.9,True,South Asia,1,False,0,49.36,0.499
CUST0315984,2024-11-22,2024-11,Q4,2024,Nepal,AirTech,Mobile,Unlimited,Feature Phone,4G,18-24,Male,27.28,27.26,38.61,1160,412,True,False,None,2021-08-20,39,Crypto,0,1.4,Dissatisfied,-75,3.1,96.5,0,0,4304,4,1,3,9.09,0,0,True,South Asia,3,False,0,960.32,0.454
CUST0626885,2024-09-22,2024-09,Q3,2024,Nepal,ConnectPro,Mobile,Premium,Router,3G,45-54,Female,36.63,38.39,152.4,817,237,True,False,None,2022-02-13,31,Mobile Money,0,4.3,Very Satisfied,-34,6.4,99.74,0,0,2501,4,0,2,18.32,0,0,True,South Asia,2,False,0,1311.43,0.141
CUST0006940,2025-08-12,2025-08,Q3,2025,Kenya,SwiftNet,Others,Enterprise,IoT Device,4G,55-64,Male,131.85,128.02,65.55,947,275,True,False,None,2022-07-22,37,Cash,3,3.2,Satisfied,-45,7.3,96.84,0,0,258,1,3,7,18.84,3,22.8,True,East Africa,1,True,806,5172.23,0.438
CUST0477443,2025-01-24,2025-01,Q1,2025,KSA,SpeedTel,Mobile,Enterprise,IoT Device,4G,25-34,Male,127.09,118.07,11.04,1255,483,True,False,None,2021-06-11,44,Cash,3,1.6,Dissatisfied,45,11.3,96.64,0,0,1504,0,0,2,63.55,1,9.5,False,Middle East,2,False,0,6086.2,0.665
CUST0912503,2024-06-01,2024-06,Q2,2024,UAE,ConnectPro,Playsen,Unlimited,IoT Device,3G,65+,Female,49.01,44.67,58.96,13,498,True,False,None,2021-05-26,36,Credit Card,2,1.5,Dissatisfied,11,5.7,99.82,32.61,151,2891,2,3,7,7.0,0,0,True,Middle East,2,False,0,1681.11,0.63
CUST0212052,2025-07-09,2025-07,Q3,2025,Kenya,SwiftNet,Broadband,Pay-As-You-Go,IoT Device,5G,25-34,Male,12.82,13.73,38.39,635,397,True,False,None,2022-08-13,35,Credit Card,1,1.5,Dissatisfied,-7,41.4,99.58,0,133,227,5,1,1,12.82,0,0,True,East Africa,2,True,774,481.71,0.957
CUST0564179,2025-10-05,2025-10,Q4,2025,Nepal,GlobalCom,Others,Premium,Smartphone,5G,18-24,Female,52.13,48.9,3.68,200,373,True,False,None,2024-12-19,9,Credit Card,2,1.1,Dissatisfied,51,9.7,97.11,0,33,3540,4,0,15,3.48,1,16.9,False,South Asia,2,False,0,400.31,0.833
CUST0706398,2024-11-20,2024-11,Q4,2024,Iraq,TeleLink,Mobile,Pay-As-You-Go,IoT Device,4G,45-54,Male,7.93,7.78,19.53,488,459,True,False,None,2024-10-20,1,Cash,1,1.3,Dissatisfied,-64,12.0,97.08,0,53,3615,4,0,4,1.98,0,0,True,Middle East,2,False,0,7.58,0.498
CUST0345552,2025-07-03,2025-07,Q3,2025,Kenya,NetWave,Lifestyle,Unlimited,IoT Device,4G,45-54,Male,43.66,41.48,13.31,1153,227,True,False,None,2022-02-26,40,Crypto,4,2.2,Neutral,85,65.7,97.89,0,0,1872,2,2,6,7.28,0,0,True,East Africa,3,True,843,1676.94,0.021
CUST0624316,2026-01-10,2026-01,Q1,2026,Pakistan,SpeedTel,Mobile,Premium,Router,4G,65+,Male,40.86,40.3,7.25,1140,395,True,False,None,2024-11-12,14,Cash,0,2.8,Neutral,63,39.3,96.74,0,0,2330,1,0,11,3.71,0,0,True,South Asia,2,True,427,520.38,0.866
CUST0266432,2025-11-22,2025-11,Q4,2025,Ethiopia,AirTech,Broadband,Premium,IoT Device,4G,18-24,Female,52.29,47.51,13.32,516,213,True,False,None,2022-12-15,35,Credit Card,1,2.0,Dissatisfied,-10,14.6,95.35,0,0,4110,3,3,14,3.73,0,0,True,East Africa,2,False,0,1917.19,0.988
